,input,target
593,"

[Conversation]
화자1: 안녕하세요!
화자2: 네 안녕하세요
화자2: 운동하시는거 있으시나요
화자1: 전 요즘 등산다녀요ㅎㅎ 운동 자주 하세요?
화자2: 전 지금 운동휴업상태에요 ㅎㅎㅎ원래수영했는데 코로나라 못한지1년됐네요ㅜㅜ
화자1: 수영 다이어트에 도움 되나요?
화자2: 오 전혀요
화자2: 입맛 싹 돌아서
화자2: 살크업하기좋습니다
화자1: ㅋㅋㅋㅋㅋㅋㅋ아... 어깨 넓어지나요?
화자2: 어깨가 펴지는게있어서 넓어지는것같은 효과가보이는것같아여
화자2: 전원래 넓었어서..
화자2: 등산 여름에 힘들지않으세요?
화자1: 힘들긴한데 땀이 잘나서 다이어트가 잘돼요! 단점은 모기가....
화자1: 좋아하는 화장품 브랜드 있으세요?
화자2: 그쳐 벌레가 젤ㅜㅜ
화자2: 저 화장을 잘안해서요 아는게없긴한데 그 독도토너? 거기거 자주쓰고있어요
화자2: name1님은요
화자1: 저는 토니모리 브랜드 좋아해요! 아는 브랜드일까요?
화자2: 아 네 로드샵
화자2: 학생때 사본적있어요

[Question]
위 대화의 원인으로 올바른 지문은?

[Option]
A. 수영은 체력이 필요한 운동이라 하기 전에 허기진다.
B. 수영은 실외에서 해야 하는 운동으로 하고 나면 배가 부른다.
C. 수영은 많은 체력을 요하는 운동으로 하고 나면 허기진다.",C. 수영은 많은 체력을 요하는 운동으로 하고 나면 허기진다.
594,"

[Conversation]
화자1: 안녕하세요!
화자2: 네 안녕하세요
화자2: 운동하시는거 있으시나요
화자1: 전 요즘 등산다녀요ㅎㅎ 운동 자주 하세요?
화자2: 전 지금 운동휴업상태에요 ㅎㅎㅎ원래수영했는데 코로나라 못한지1년됐네요ㅜㅜ
화자1: 수영 다이어트에 도움 되나요?
화자2: 오 전혀요
화자2: 입맛 싹 돌아서
화자2: 살크업하기좋습니다
화자1: ㅋㅋㅋㅋㅋㅋㅋ아... 어깨 넓어지나요?
화자2: 어깨가 펴지는게있어서 넓어지는것같은 효과가보이는것같아여
화자2: 전원래 넓었어서..
화자2: 등산 여름에 힘들지않으세요?
화자1: 힘들긴한데 땀이 잘나서 다이어트가 잘돼요! 단점은 모기가....
화자1: 좋아하는 화장품 브랜드 있으세요?
화자2: 그쳐 벌레가 젤ㅜㅜ
화자2: 저 화장을 잘안해서요 아는게없긴한데 그 독도토너? 거기거 자주쓰고있어요
화자2: name1님은요
화자1: 저는 토니모리 브랜드 좋아해요! 아는 브랜드일까요?
화자2: 아 네 로드샵
화자2: 학생때 사본적있어요

[Question]
위 대화의 동기로 올바른 지문은?

[Option]
A. 화자2는 수영을 한 후 살이 빠졌다는 사실을 화자1에게 말하고 싶다.
B. 화자2는 수영이 다이어트에 도움이 되지 않는다는 것을 화자1에게 알려주고 싶다.
C. 화자2는 수영을 하면 반드시 살이 빠진다는 것을 화자1에게 알려주고 싶다.",B. 화자2는 수영이 다이어트에 도움이 되지 않는다는 것을 화자1에게 알려주고 싶다.
595,"

[Conversation]
화자1: 안녕하세요!
화자2: 네 안녕하세요
화자2: 운동하시는거 있으시나요
화자1: 전 요즘 등산다녀요ㅎㅎ 운동 자주 하세요?
화자2: 전 지금 운동휴업상태에요 ㅎㅎㅎ원래수영했는데 코로나라 못한지1년됐네요ㅜㅜ
화자1: 수영 다이어트에 도움 되나요?
화자2: 오 전혀요
화자2: 입맛 싹 돌아서
화자2: 살크업하기좋습니다
화자1: ㅋㅋㅋㅋㅋㅋㅋ아... 어깨 넓어지나요?
화자2: 어깨가 펴지는게있어서 넓어지는것같은 효과가보이는것같아여
화자2: 전원래 넓었어서..
화자2: 등산 여름에 힘들지않으세요?
화자1: 힘들긴한데 땀이 잘나서 다이어트가 잘돼요! 단점은 모기가....
화자1: 좋아하는 화장품 브랜드 있으세요?
화자2: 그쳐 벌레가 젤ㅜㅜ
화자2: 저 화장을 잘안해서요 아는게없긴한데 그 독도토너? 거기거 자주쓰고있어요
화자2: name1님은요
화자1: 저는 토니모리 브랜드 좋아해요! 아는 브랜드일까요?
화자2: 아 네 로드샵
화자2: 학생때 사본적있어요

[Question]
위 대화의 전제로 올바른 지문은?

[Option]
A. 화자2는 수영 후 식욕이 돋았다.
B. 화자2는 수영 후 식욕을 잃었다.
C. 화자2는 수영을 하고 살이 빠졌다.",A. 화자2는 수영 후 식욕이 돋았다.
596,"

[Conversation]
화자1: 안녕하세요!
화자2: 네 안녕하세요
화자2: 운동하시는거 있으시나요
화자1: 전 요즘 등산다녀요ㅎㅎ 운동 자주 하세요?
화자2: 전 지금 운동휴업상태에요 ㅎㅎㅎ원래수영했는데 코로나라 못한지1년됐네요ㅜㅜ
화자1: 수영 다이어트에 도움 되나요?
화자2: 오 전혀요
화자2: 입맛 싹 돌아서
화자2: 살크업하기좋습니다
화자1: ㅋㅋㅋㅋㅋㅋㅋ아... 어깨 넓어지나요?
화자2: 어깨가 펴지는게있어서 넓어지는것같은 효과가보이는것같아여
화자2: 전원래 넓었어서..
화자2: 등산 여름에 힘들지않으세요?
화자1: 힘들긴한데 땀이 잘나서 다이어트가 잘돼요! 단점은 모기가....
화자1: 좋아하는 화장품 브랜드 있으세요?
화자2: 그쳐 벌레가 젤ㅜㅜ
화자2: 저 화장을 잘안해서요 아는게없긴한데 그 독도토너? 거기거 자주쓰고있어요
화자2: name1님은요
화자1: 저는 토니모리 브랜드 좋아해요! 아는 브랜드일까요?
화자2: 아 네 로드샵
화자2: 학생때 사본적있어요

[Question]
위 대화의 반응으로 올바른 지문은?

[Option]
A. 화자1은 화자2의 표현이 당혹스럽다.
B. 화자1은 화자2의 표현에 불쾌하다.
C. 화자1은 화자2의 표현이 웃기다.",C. 화자1은 화자2의 표현이 웃기다.
597,"

[Conversation]
화자1: 안녕하세요!
화자2: 네 안녕하세요
화자2: 운동하시는거 있으시나요
화자1: 전 요즘 등산다녀요ㅎㅎ 운동 자주 하세요?
화자2: 전 지금 운동휴업상태에요 ㅎㅎㅎ원래수영했는데 코로나라 못한지1년됐네요ㅜㅜ
화자1: 수영 다이어트에 도움 되나요?
화자2: 오 전혀요
화자2: 입맛 싹 돌아서
화자2: 살크업하기좋습니다
화자1: ㅋㅋㅋㅋㅋㅋㅋ아... 어깨 넓어지나요?
화자2: 어깨가 펴지는게있어서 넓어지는것같은 효과가보이는것같아여
화자2: 전원래 넓었어서..
화자2: 등산 여름에 힘들지않으세요?
화자1: 힘들긴한데 땀이 잘나서 다이어트가 잘돼요! 단점은 모기가....
화자1: 좋아하는 화장품 브랜드 있으세요?
화자2: 그쳐 벌레가 젤ㅜㅜ
화자2: 저 화장을 잘안해서요 아는게없긴한데 그 독도토너? 거기거 자주쓰고있어요
화자2: name1님은요
화자1: 저는 토니모리 브랜드 좋아해요! 아는 브랜드일까요?
화자2: 아 네 로드샵
화자2: 학생때 사본적있어요

[Question]
위 대화의 후행사건으로 올바른 지문은?

[Option]
A. 화자2는 수영을 시작한 후 신체 변화를 화자1에게 알려줄 것이다.
B. 화자2는 오늘 다녀온 수영장이 어디인지 화자1에게 알려줄 것이다.
C. 화자2는 수영을 시작한 후의 피부 변화를 화자1에게 말할 것이다.",A. 화자2는 수영을 시작한 후 신체 변화를 화자1에게 알려줄 것이다.
598,"

[Conversation]
화자1: 아빠
화자1: name3은 뭐해?
화자2: 응 그냥 자기 혼자 놀고 있다
화자1: 요즘에 털 빠지는건 좀 어때?
화자2: name3이 콧잔등이랑 앞발 부분에 털이 빠졌다
화자1: 왜그러지? 연고는 계속 발라주고 있지?
화자2: 응 왜그러는지 모르겠다
화자1: 병원에 한번 데려가봐야겠다
화자2: 새로 사준 공은 잘 가지고 논다
화자1: 잘됐네~
화자2: 근데 비가 와서 그런지 밖에서 변을 안보네
화자1: 얼마나 됐어?
화자2: 어제부터
화자1: 집에서는 배변활동을 전혀 안하니깐 어쩔수 없지ㅜㅜ 비 그치면 한번 더 데리고 가봐~
화자2: 응 수시로 데리고 나가고는 있다

[Question]
위 대화의 원인으로 올바른 지문은?

[Option]
A. 화자2의 강아지는 배변 조절을 못 한다.
B. 화자2의 강아지는 실외 배변을 한다.
C. 화자2의 강아지는 아직 배변 훈련 중이다.",B. 화자2의 강아지는 실외 배변을 한다.
599,"

[Conversation]
화자1: 아빠
화자1: name3은 뭐해?
화자2: 응 그냥 자기 혼자 놀고 있다
화자1: 요즘에 털 빠지는건 좀 어때?
화자2: name3이 콧잔등이랑 앞발 부분에 털이 빠졌다
화자1: 왜그러지? 연고는 계속 발라주고 있지?
화자2: 응 왜그러는지 모르겠다
화자1: 병원에 한번 데려가봐야겠다
화자2: 새로 사준 공은 잘 가지고 논다
화자1: 잘됐네~
화자2: 근데 비가 와서 그런지 밖에서 변을 안보네
화자1: 얼마나 됐어?
화자2: 어제부터
화자1: 집에서는 배변활동을 전혀 안하니깐 어쩔수 없지ㅜㅜ 비 그치면 한번 더 데리고 가봐~
화자2: 응 수시로 데리고 나가고는 있다

[Question]
위 대화의 동기로 올바른 지문은?

[Option]
A. 화자2는 강아지가 아무 데나 배변 활동을 하지 않기를 바란다.
B. 화자2는 강아지가 집안에서 볼일을 그만 봤으면 좋겠다.
C. 화자2는 강아지가 배변 활동을 원활하게 하길 바란다.",C. 화자2는 강아지가 배변 활동을 원활하게 하길 바란다.
600,"

[Conversation]
화자1: 아빠
화자1: name3은 뭐해?
화자2: 응 그냥 자기 혼자 놀고 있다
화자1: 요즘에 털 빠지는건 좀 어때?
화자2: name3이 콧잔등이랑 앞발 부분에 털이 빠졌다
화자1: 왜그러지? 연고는 계속 발라주고 있지?
화자2: 응 왜그러는지 모르겠다
화자1: 병원에 한번 데려가봐야겠다
화자2: 새로 사준 공은 잘 가지고 논다
화자1: 잘됐네~
화자2: 근데 비가 와서 그런지 밖에서 변을 안보네
화자1: 얼마나 됐어?
화자2: 어제부터
화자1: 집에서는 배변활동을 전혀 안하니깐 어쩔수 없지ㅜㅜ 비 그치면 한번 더 데리고 가봐~
화자2: 응 수시로 데리고 나가고는 있다

[Question]
위 대화의 전제로 올바른 지문은?

[Option]
A. 실내에서 배변 활동을 하지 못하고 실외에서 하는 강아지들이 있다.
B. 실내 배변 활동을 실외 배변 활동보다 좋아하는 강아지들이 있다.
C. 실내에서만 배변 활동을 하고 실외는 꺼리는 강아지들이 있다.",A. 실내에서 배변 활동을 하지 못하고 실외에서 하는 강아지들이 있다.
601,"

[Conversation]
화자1: 아빠
화자1: name3은 뭐해?
화자2: 응 그냥 자기 혼자 놀고 있다
화자1: 요즘에 털 빠지는건 좀 어때?
화자2: name3이 콧잔등이랑 앞발 부분에 털이 빠졌다
화자1: 왜그러지? 연고는 계속 발라주고 있지?
화자2: 응 왜그러는지 모르겠다
화자1: 병원에 한번 데려가봐야겠다
화자2: 새로 사준 공은 잘 가지고 논다
화자1: 잘됐네~
화자2: 근데 비가 와서 그런지 밖에서 변을 안보네
화자1: 얼마나 됐어?
화자2: 어제부터
화자1: 집에서는 배변활동을 전혀 안하니깐 어쩔수 없지ㅜㅜ 비 그치면 한번 더 데리고 가봐~
화자2: 응 수시로 데리고 나가고는 있다

[Question]
위 대화의 반응으로 올바른 지문은?

[Option]
A. 화자1은 실내 배변을 시작한 강아지가 걱정된다.
B. 화자1은 설사를 하는 강아지가 걱정스럽다.
C. 화자1은 실외 배변을 중단한 강아지가 걱정스럽다.",C. 화자1은 실외 배변을 중단한 강아지가 걱정스럽다.
602,"

[Conversation]
화자1: 아빠
화자1: name3은 뭐해?
화자2: 응 그냥 자기 혼자 놀고 있다
화자1: 요즘에 털 빠지는건 좀 어때?
화자2: name3이 콧잔등이랑 앞발 부분에 털이 빠졌다
화자1: 왜그러지? 연고는 계속 발라주고 있지?
화자2: 응 왜그러는지 모르겠다
화자1: 병원에 한번 데려가봐야겠다
화자2: 새로 사준 공은 잘 가지고 논다
화자1: 잘됐네~
화자2: 근데 비가 와서 그런지 밖에서 변을 안보네
화자1: 얼마나 됐어?
화자2: 어제부터
화자1: 집에서는 배변활동을 전혀 안하니깐 어쩔수 없지ㅜㅜ 비 그치면 한번 더 데리고 가봐~
화자2: 응 수시로 데리고 나가고는 있다

[Question]
위 대화의 후행사건으로 올바른 지문은?

[Option]
A. 화자2는 실외 배변을 위해 강아지를 데리고 병원에 갈 것이다.
B. 화자2는 배변 활동을 위해 강아지를 데리고 산책을 갈 것이다.
C. 화자2는 우울감 해소를 위해 강아지와 함께 산책할 것이다.",B. 화자2는 배변 활동을 위해 강아지를 데리고 산책을 갈 것이다.
603,"

[Conversation]
화자1: 콜라보 제품을 구매하거나 이용해보신 적이 있으신가요?
화자1: 저는 배스킨라빈스 꼬북칩이나
화자1: 음 카드는 라인프렌즈 카드 발급받아봤어요
화자2: 저는 곰표 맥주, 베라 홈런볼 먹어봤어요
화자1: 곰표맥주 어떤가요?
화자1: 저는 팝콘은 먹어봤거든요
화자2: 개인적으로 캔맥 중 가장 취향이었어요! 산뜻하게 끝나더라구요ㅎㅎ
화자1: 궁금하다 한 번 먹어보고싶어오
화자1: 곰표 젤리도 있다던데 그거 어떤분이 절대먹지 말라더라구요
화자2: 곰표 젤리는 패스 기억해둘게요! 팝콘은 어떠셨나요?
화자1: 팝콘은 그냥 무난한 소금 팝콘맛이었어요
화자1: 아무래도 콜라보는 좀 귀엽거나 신기해서 구매로 이어지는 경우가 많은 것 같아요
화자2: 시도해본다는 성격이 강하죠ㅎㅎ
화자1: 배라 홈런 볼은 어땠나요
화자2: 딱 생각나는 그 맛인데 그래서 맛나더라구요ㅋㅋ
화자1: 과자랑 콜라보 많이 하는 거 같아요
화자2: 이번 모카골드?도 먹어보고 싶더라구요
화자1: 아 이번에 나온거요? 그것도 맛있을거같아요
화자1: 약간 더위사냥같을거같아서

[Question]
위 대화의 원인으로 올바른 지문은?

[Option]
A. 화자2는 콜라보 제품들을 경계한다.
B. 화자2는 콜라보 제품들을 잘 모른다.
C. 화자2는 콜라보 제품들에 관심이 많다.",C. 화자2는 콜라보 제품들에 관심이 많다.
604,"

[Conversation]
화자1: 콜라보 제품을 구매하거나 이용해보신 적이 있으신가요?
화자1: 저는 배스킨라빈스 꼬북칩이나
화자1: 음 카드는 라인프렌즈 카드 발급받아봤어요
화자2: 저는 곰표 맥주, 베라 홈런볼 먹어봤어요
화자1: 곰표맥주 어떤가요?
화자1: 저는 팝콘은 먹어봤거든요
화자2: 개인적으로 캔맥 중 가장 취향이었어요! 산뜻하게 끝나더라구요ㅎㅎ
화자1: 궁금하다 한 번 먹어보고싶어오
화자1: 곰표 젤리도 있다던데 그거 어떤분이 절대먹지 말라더라구요
화자2: 곰표 젤리는 패스 기억해둘게요! 팝콘은 어떠셨나요?
화자1: 팝콘은 그냥 무난한 소금 팝콘맛이었어요
화자1: 아무래도 콜라보는 좀 귀엽거나 신기해서 구매로 이어지는 경우가 많은 것 같아요
화자2: 시도해본다는 성격이 강하죠ㅎㅎ
화자1: 배라 홈런 볼은 어땠나요
화자2: 딱 생각나는 그 맛인데 그래서 맛나더라구요ㅋㅋ
화자1: 과자랑 콜라보 많이 하는 거 같아요
화자2: 이번 모카골드?도 먹어보고 싶더라구요
화자1: 아 이번에 나온거요? 그것도 맛있을거같아요
화자1: 약간 더위사냥같을거같아서

[Question]
위 대화의 동기로 올바른 지문은?

[Option]
A. 화자2는 자신이 먹어 본 콜라 브랜드를 알려주고 싶다.
B. 화자2는 자신이 발급받은 콜라보 카드를 알려주고 싶다.
C. 화자2는 자신이 먹어 본 콜라보 제품을 알려주고 싶다.",C. 화자2는 자신이 먹어 본 콜라보 제품을 알려주고 싶다.
605,"

[Conversation]
화자1: 콜라보 제품을 구매하거나 이용해보신 적이 있으신가요?
화자1: 저는 배스킨라빈스 꼬북칩이나
화자1: 음 카드는 라인프렌즈 카드 발급받아봤어요
화자2: 저는 곰표 맥주, 베라 홈런볼 먹어봤어요
화자1: 곰표맥주 어떤가요?
화자1: 저는 팝콘은 먹어봤거든요
화자2: 개인적으로 캔맥 중 가장 취향이었어요! 산뜻하게 끝나더라구요ㅎㅎ
화자1: 궁금하다 한 번 먹어보고싶어오
화자1: 곰표 젤리도 있다던데 그거 어떤분이 절대먹지 말라더라구요
화자2: 곰표 젤리는 패스 기억해둘게요! 팝콘은 어떠셨나요?
화자1: 팝콘은 그냥 무난한 소금 팝콘맛이었어요
화자1: 아무래도 콜라보는 좀 귀엽거나 신기해서 구매로 이어지는 경우가 많은 것 같아요
화자2: 시도해본다는 성격이 강하죠ㅎㅎ
화자1: 배라 홈런 볼은 어땠나요
화자2: 딱 생각나는 그 맛인데 그래서 맛나더라구요ㅋㅋ
화자1: 과자랑 콜라보 많이 하는 거 같아요
화자2: 이번 모카골드?도 먹어보고 싶더라구요
화자1: 아 이번에 나온거요? 그것도 맛있을거같아요
화자1: 약간 더위사냥같을거같아서

[Question]
위 대화의 전제로 올바른 지문은?

[Option]
A. 명품 브랜드에서만 콜라보 제품들을 출시하는 중이다.
B. 콜라보 제품들을 출시하는 브랜드는 극소수이다.
C. 다양한 브랜드에서 콜라보 제품들을 출시하고 있다.",C. 다양한 브랜드에서 콜라보 제품들을 출시하고 있다.
606,"

[Conversation]
화자1: 콜라보 제품을 구매하거나 이용해보신 적이 있으신가요?
화자1: 저는 배스킨라빈스 꼬북칩이나
화자1: 음 카드는 라인프렌즈 카드 발급받아봤어요
화자2: 저는 곰표 맥주, 베라 홈런볼 먹어봤어요
화자1: 곰표맥주 어떤가요?
화자1: 저는 팝콘은 먹어봤거든요
화자2: 개인적으로 캔맥 중 가장 취향이었어요! 산뜻하게 끝나더라구요ㅎㅎ
화자1: 궁금하다 한 번 먹어보고싶어오
화자1: 곰표 젤리도 있다던데 그거 어떤분이 절대먹지 말라더라구요
화자2: 곰표 젤리는 패스 기억해둘게요! 팝콘은 어떠셨나요?
화자1: 팝콘은 그냥 무난한 소금 팝콘맛이었어요
화자1: 아무래도 콜라보는 좀 귀엽거나 신기해서 구매로 이어지는 경우가 많은 것 같아요
화자2: 시도해본다는 성격이 강하죠ㅎㅎ
화자1: 배라 홈런 볼은 어땠나요
화자2: 딱 생각나는 그 맛인데 그래서 맛나더라구요ㅋㅋ
화자1: 과자랑 콜라보 많이 하는 거 같아요
화자2: 이번 모카골드?도 먹어보고 싶더라구요
화자1: 아 이번에 나온거요? 그것도 맛있을거같아요
화자1: 약간 더위사냥같을거같아서

[Question]
위 대화의 반응으로 올바른 지문은?

[Option]
A. 화자1은 화자2가 먹은 곰표 젤리의 맛이 궁금하다.
B. 화자1은 화자2가 사준 콜라보 제품의 맛을 기대한다.
C. 화자1은 화자2가 먹은 콜라보 제품의 맛이 궁금하다.",C. 화자1은 화자2가 먹은 콜라보 제품의 맛이 궁금하다.
607,"

[Conversation]
화자1: 콜라보 제품을 구매하거나 이용해보신 적이 있으신가요?
화자1: 저는 배스킨라빈스 꼬북칩이나
화자1: 음 카드는 라인프렌즈 카드 발급받아봤어요
화자2: 저는 곰표 맥주, 베라 홈런볼 먹어봤어요
화자1: 곰표맥주 어떤가요?
화자1: 저는 팝콘은 먹어봤거든요
화자2: 개인적으로 캔맥 중 가장 취향이었어요! 산뜻하게 끝나더라구요ㅎㅎ
화자1: 궁금하다 한 번 먹어보고싶어오
화자1: 곰표 젤리도 있다던데 그거 어떤분이 절대먹지 말라더라구요
화자2: 곰표 젤리는 패스 기억해둘게요! 팝콘은 어떠셨나요?
화자1: 팝콘은 그냥 무난한 소금 팝콘맛이었어요
화자1: 아무래도 콜라보는 좀 귀엽거나 신기해서 구매로 이어지는 경우가 많은 것 같아요
화자2: 시도해본다는 성격이 강하죠ㅎㅎ
화자1: 배라 홈런 볼은 어땠나요
화자2: 딱 생각나는 그 맛인데 그래서 맛나더라구요ㅋㅋ
화자1: 과자랑 콜라보 많이 하는 거 같아요
화자2: 이번 모카골드?도 먹어보고 싶더라구요
화자1: 아 이번에 나온거요? 그것도 맛있을거같아요
화자1: 약간 더위사냥같을거같아서

[Question]
위 대화의 후행사건으로 올바른 지문은?

[Option]
A. 화자2는 곰표 맥주를 먹어 본 소감을 화자1에게 이야기할 것이다.
B. 화자2는 배라 모카골드를 먹어 본 소감을 화자1에게 이야기할 것이다.
C. 화자2는 캔맥주를 처음 먹어 본 후기를 화자1에게 말할 것이다.",A. 화자2는 곰표 맥주를 먹어 본 소감을 화자1에게 이야기할 것이다.
608,"

[Conversation]
화자1: 집안일해요?
화자2: 청소나 설거지같은건 조금씩 하고있어요!
화자1: 청소담당이요
화자2: 오 청소담당이시군요! 청소혼자 다 하시는거에요?
화자1: 네
화자2: 아하 그러시군요 힘드시진 않나요?
화자1: 힘들죠
화자2: 청소중에 어떤게 가장 힘드세요?
화자1: 화장실청소가 가장 힘들죠
화자2: 화장실청소 힘들거같긴하네요..!!
화자1: 맞아요
화자2: 화장실청소는 며칠에 한번정도하시나요?
화자1: 일주일에 한밤

[Question]
위 대화의 원인으로 올바른 지문은?

[Option]
A. 설거짓거리는 쉽게 끝낼 수 있다.
B. 화장실은 쉽게 더러워진다.
C. 화장실은 청소하기가 쉽다.",B. 화장실은 쉽게 더러워진다.
609,"

[Conversation]
화자1: 집안일해요?
화자2: 청소나 설거지같은건 조금씩 하고있어요!
화자1: 청소담당이요
화자2: 오 청소담당이시군요! 청소혼자 다 하시는거에요?
화자1: 네
화자2: 아하 그러시군요 힘드시진 않나요?
화자1: 힘들죠
화자2: 청소중에 어떤게 가장 힘드세요?
화자1: 화장실청소가 가장 힘들죠
화자2: 화장실청소 힘들거같긴하네요..!!
화자1: 맞아요
화자2: 화장실청소는 며칠에 한번정도하시나요?
화자1: 일주일에 한밤

[Question]
위 대화의 동기로 올바른 지문은?

[Option]
A. 화자1은 화장실 청소를 하지 않는다.
B. 화자1은 화장실 청소를 즐겨 하는 편이다.
C. 화자1은 화장실 청소를 하고 싶지 않다.",C. 화자1은 화장실 청소를 하고 싶지 않다.
610,"

[Conversation]
화자1: 집안일해요?
화자2: 청소나 설거지같은건 조금씩 하고있어요!
화자1: 청소담당이요
화자2: 오 청소담당이시군요! 청소혼자 다 하시는거에요?
화자1: 네
화자2: 아하 그러시군요 힘드시진 않나요?
화자1: 힘들죠
화자2: 청소중에 어떤게 가장 힘드세요?
화자1: 화장실청소가 가장 힘들죠
화자2: 화장실청소 힘들거같긴하네요..!!
화자1: 맞아요
화자2: 화장실청소는 며칠에 한번정도하시나요?
화자1: 일주일에 한밤

[Question]
위 대화의 전제로 올바른 지문은?

[Option]
A. 화자1은 화장실 외 집안의 다른 곳 청소가 더 힘들다.
B. 화자1은 화장실 외 집안의 다른 곳도 청소한다.
C. 화자1은 청소 외 다른 집안일을 맡아 한다.",B. 화자1은 화장실 외 집안의 다른 곳도 청소한다.
611,"

[Conversation]
화자1: 집안일해요?
화자2: 청소나 설거지같은건 조금씩 하고있어요!
화자1: 청소담당이요
화자2: 오 청소담당이시군요! 청소혼자 다 하시는거에요?
화자1: 네
화자2: 아하 그러시군요 힘드시진 않나요?
화자1: 힘들죠
화자2: 청소중에 어떤게 가장 힘드세요?
화자1: 화장실청소가 가장 힘들죠
화자2: 화장실청소 힘들거같긴하네요..!!
화자1: 맞아요
화자2: 화장실청소는 며칠에 한번정도하시나요?
화자1: 일주일에 한밤

[Question]
위 대화의 반응으로 올바른 지문은?

[Option]
A. 화자2는 화자1이 화장실 청소를 맡기는 업체가 궁금하다.
B. 화자2는 화장실 청소를 하는 화자1이 안쓰럽다.
C. 화자2는 설거지를 하는 화자1이 안쓰럽다.",B. 화자2는 화장실 청소를 하는 화자1이 안쓰럽다.
612,"

[Conversation]
화자1: 집안일해요?
화자2: 청소나 설거지같은건 조금씩 하고있어요!
화자1: 청소담당이요
화자2: 오 청소담당이시군요! 청소혼자 다 하시는거에요?
화자1: 네
화자2: 아하 그러시군요 힘드시진 않나요?
화자1: 힘들죠
화자2: 청소중에 어떤게 가장 힘드세요?
화자1: 화장실청소가 가장 힘들죠
화자2: 화장실청소 힘들거같긴하네요..!!
화자1: 맞아요
화자2: 화장실청소는 며칠에 한번정도하시나요?
화자1: 일주일에 한밤

[Question]
위 대화의 후행사건으로 올바른 지문은?

[Option]
A. 화자1은 화장실을 쉽게 사용할 수 있는 선반을 살 것이다.
B. 화자1은 화장실을 쉽게 청소할 수 있는 청소 도구를 살 것이다.
C. 화자1은 설거지를 쉽게 하려고 식기 세척기를 살 것이다.",B. 화자1은 화장실을 쉽게 청소할 수 있는 청소 도구를 살 것이다.
613,"

[Conversation]
화자1: 안녕하세요^ ^ 혹시 반려동물 키우시나요?
화자2: 아니요 안키워요 ~
화자1: 저도 키우진 않지만 보는걸 좋아하네요^^;
화자2: 저두요 ㅎㅎㅎ
예전에 키웠는데 이별하고 나서는 마음이 안생기더라구요
화자1: 아..맞죠 이별하고나면 또 같은 상처 받고싶지않아서.ㅠㅠ
화자1: 저도 어릴때 강아지며 토끼며 병아리에 햄스터에 많이키워봤네요 ㅎㅎ
화자2: 네네 이젠 그냥 보능거로 만족해요 ㅎㅎ
화자1: 저두요 그냥 보는게 제일 예쁘네요 ㅋㅋ
화자1: 함부로 쉽게 키우는건 아닌거같아요!
화자2: 반려동물 키우는게 쉬어보야도 참 책인 따르니까요
화자2: 아이 한명 육아 하는거랑 같더고 하더라구용
화자1: 맞아요 많은 책임이 따르죠 그리고 금전적인 부분도 그렇구요ㅠ 애하나키우는거랑 비슷하다하니^^;
화자1: 맞아요맞아요 ㅎㅎ
화자2: ㅎㅎ 요즘은 영상같은것도 많이 올라오니 대리만족하기 더 좋은거 같아요
화자1: 저도그래서 반려동물 유튜브 즐겨 보고있어요^^
화자2: 전 요즘에 고양이가 예쁘더라규요 ㅎㅎ
화자1: 저도 고양이 좋아해요! 키워보지는 못했는데
화자1: 고양이 키우는 집에가면 고양이들이 다 숨더라구요
화자2: ㅎㅎㅎ 그러는거 같아요~
화자2: 개냥이들은 정말 애교 많던데요

[Question]
위 대화의 원인으로 올바른 지문은?

[Option]
A. 화자2는 선물 받은 반려동물을 파양했다.
B. 화자2는 키우던 반려동물을 떠나보냈다.
C. 화자2는 임시 보호받던 동물을 입양했다.",B. 화자2는 키우던 반려동물을 떠나보냈다.
